CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalProfit,CostPressure,ChannelLeverage,GrowthMomentum,Cluster,GrowthPotentialScore,Recommendation,ClusterLabel
Burgers,26039,Classic Burgers Grill,Cafe,West Auckland,0.8333333333333357,42.51,1058,302,12838.02,340,189,227,14453.4,8034.39,9649.77,0.264760888498277,0.385405247565359,0.29,18,5.31,1205.37,4491.17,864.8,480.73,2170.45,0.4,0.45,0.25,0.3,44975.58,0.4845421564119773,0.6501661360636359,0.4999999999999998,1100.32,3,0.6271501958981253,Optimize Operations,High Growth Scalable Leaders
Burgers,25917,King Burgers Kitchen,Cafe,West Auckland,0.8333333333333357,38.8,1425,385,14938.0,468,260,312,18158.4,10088.0,12105.6,0.208901475965977,0.417478324985132,0.27,8,2.36,736.32,5581.14,1881.58,1045.32,3786.58,0.37,0.45,0.25,0.3,55290.0,0.5986884334601752,0.626379800951109,0.4999999999999998,1482.0,0,0.6728087067174043,Optimize Operations,High Revenue Leaders
Burgers,26457,Top Burgers Bistro,QSR,North Shore,0.6666666666666679,38.74,1128,253,9801.22,394,219,262,15263.56,8484.06,10149.88,0.246101893465966,0.44476930256933,0.28,3,0.89,233.18,3029.84,444.61,247.13,2904.44,0.29,0.45,0.25,0.3,43698.719999999994,0.447772022132419,0.690871196035296,0.4999999999999998,1161.84,3,0.5457754755196348,Optimize Operations,High Growth Scalable Leaders
Burgers,26200,Classic Burgers Bistro,Cafe,West Auckland,0.8333333333333357,36.79,1679,397,14605.63,577,320,385,21227.83,11772.8,14164.15,0.231192792523652,0.359439315344207,0.3,13,3.84,1478.4,5979.08,2321.64,1287.57,4319.95,0.31,0.45,0.25,0.3,61770.409999999996,0.6416482012417603,0.5906321078678589,0.4999999999999998,1746.16,0,0.6899926138300384,Optimize Operations,High Revenue Leaders
Burgers,26551,Top Burgers Cafe,Ghost Kitchen,CBD,0.0,33.99,845,40,1359.6,362,201,242,12304.38,6831.99,8225.58,0.296113993425388,0.258441539178602,0.29,5,1.48,358.16,605.63,1912.65,1062.0,3305.88,0.05,0.45,0.25,0.3,28721.550000000003,0.4546977877963929,0.55455553260399,0.4999999999999998,836.55,2,0.2818791151185571,Reduce Costs,Stable Local Performers
Burgers,25112,Classic Burgers Cafe,QSR,CBD,0.0,38.54,1525,305,11754.7,549,305,366,21158.46,11754.7,14105.64,0.246604162529111,0.38791412259452,0.29,15,4.43,1621.38,4296.13,1597.08,887.26,3533.97,0.25,0.45,0.25,0.3,58773.5,0.5459696564459219,0.6345182851236311,0.4999999999999998,1509.75,0,0.3183878625783687,Reduce Costs,High Revenue Leaders
Burgers,25571,Classic Burgers Tavern,Cafe,South Auckland,1.0,39.35,1923,578,22744.3,605,336,404,23806.75,13221.6,15897.4,0.213036691173911,0.442293559922837,0.31,13,3.84,1551.36,7839.27,825.37,458.39,3927.99,0.43,0.45,0.25,0.3,75670.05,0.6188262405956786,0.655330251096748,0.4999999999999998,2019.15,0,0.7475304962382715,Optimize Operations,High Revenue Leaders
Burgers,26384,Urban Burgers Tavern,QSR,North Shore,0.6666666666666679,38.79,1616,323,12529.17,582,323,388,22575.78,12529.17,15050.52,0.255428561922163,0.355401323363185,0.31,12,3.54,1373.52,4875.98,1787.33,991.94,4483.69,0.25,0.45,0.25,0.3,62684.64,0.5945437298445548,0.610829885285348,0.4999999999999998,1664.48,0,0.6044841586044891,Optimize Operations,High Revenue Leaders
Burgers,26090,Classic Burgers Kitchen,Cafe,CBD,0.0,38.97,838,178,6936.66,297,165,198,11574.09,6430.05,7716.06,0.246713898573071,0.372519539762288,0.31,11,3.25,643.5,2641.25,819.06,455.03,2294.52,0.27,0.45,0.25,0.3,32656.86,0.43669250095643924,0.619233438335359,0.4999999999999998,829.62,2,0.2746770003825757,Reduce Costs,Stable Local Performers
Burgers,25601,Urban Burgers Tavern,QSR,West Auckland,0.8333333333333357,35.83,1436,259,9279.97,530,294,353,18989.9,10534.02,12647.99,0.223330447860062,0.410070207272656,0.32,14,4.13,1457.89,3402.03,884.92,490.88,3178.85,0.22,0.45,0.25,0.3,51451.88,0.4831984822632083,0.633400655132718,0.4999999999999998,1493.44,0,0.6266127262386176,Optimize Operations,High Revenue Leaders
Burgers,25359,Lucky Burgers Kitchen,Cafe,West Auckland,0.8333333333333357,39.61,1699,350,13863.5,607,337,405,24043.27,13348.57,16042.05,0.273720501009375,0.435513705620542,0.32,14,4.13,1672.65,4031.03,-702.89,-390.23,2991.83,0.26,0.45,0.25,0.3,67297.39,0.42923480326368774,0.709234206629917,0.4999999999999998,1766.96,0,0.6050272546388095,Optimize Operations,High Revenue Leaders
Burgers,25958,Top Burgers Cafe,QSR,North Shore,0.6666666666666679,45.69,566,106,4843.14,207,115,138,9457.83,5254.35,6305.22,0.200906160548329,0.379106372431852,0.3,4,1.18,162.84,2034.06,1134.82,630.46,2485.27,0.23,0.45,0.25,0.3,25860.54,0.43868258700003904,0.5800125329801811,0.4999999999999998,582.98,3,0.5421397014666828,Optimize Operations,High Growth Scalable Leaders
Burgers,26658,Classic Burgers Grill,Ghost Kitchen,CBD,0.0,34.09,1088,80,2727.2,454,252,302,15476.86,8590.68,10295.18,0.274295223562513,0.32992309757974,0.28,12,3.54,1069.08,1079.38,1791.94,994.64,3005.56,0.08,0.45,0.25,0.3,37089.92,0.45430802378731866,0.6042183211422529,0.4999999999999998,1077.12,2,0.28172320951492746,Reduce Costs,Stable Local Performers
Burgers,25727,Urban Burgers Diner,Full-service,North Shore,0.6666666666666679,36.25,1782,544,19720.0,557,310,371,20191.25,11237.5,13448.75,0.366730907279998,0.509351468947716,0.3,15,4.43,1643.53,2443.66,-3555.32,-1978.73,23.01,0.44,0.45,0.25,0.3,64597.5,0.1897024561788377,0.876082376227714,0.4999999999999998,1835.46,1,0.4425476491382022,Reduce Costs,Overextended Low Return
Burgers,25120,Urban Burgers Eatery,Cafe,West Auckland,0.8333333333333357,42.45,1226,268,11376.6,431,240,287,18295.95,10188.0,12183.15,0.237274351101369,0.355845061386935,0.28,10,2.95,846.65,4628.92,2321.4,1292.66,4110.44,0.28,0.45,0.25,0.3,52043.700000000004,0.6002538790703913,0.593119412488304,0.4999999999999998,1275.04,0,0.6734348849614908,Optimize Operations,High Revenue Leaders
Burgers,25381,King Burgers Diner,Cafe,CBD,0.0,39.54,1330,337,13324.98,447,248,298,17674.38,9805.92,11782.92,0.241751656010747,0.440042150276713,0.31,6,1.77,527.46,4240.09,145.04,80.47,3221.94,0.34,0.45,0.25,0.3,52588.2,0.47603310757726247,0.68179380628746,0.4999999999999998,1316.7,2,0.290413243030905,Reduce Costs,Stable Local Performers
Burgers,26440,Urban Burgers Eatery,Cafe,North Shore,0.6666666666666679,45.52,1211,327,14885.04,398,221,265,18116.96,10059.92,12062.8,0.212935674451292,0.376308752084151,0.32,15,4.43,1173.95,6114.11,1644.22,912.99,3780.91,0.37,0.45,0.25,0.3,55124.72,0.602884519899396,0.589244426535443,0.4999999999999998,1247.33,0,0.6078204746264255,Optimize Operations,High Revenue Leaders
Burgers,25148,Lucky Burgers Cafe,QSR,West Auckland,0.8333333333333357,46.63,1277,230,10724.9,471,262,314,21962.73,12217.06,14641.82,0.262106711957604,0.36200443492271,0.29,8,2.36,741.04,4031.37,1886.35,1049.31,4762.66,0.22,0.45,0.25,0.3,59546.509999999995,0.5836481751510001,0.624111146880314,0.4999999999999998,1328.0800000000002,0,0.6667926033937344,Optimize Operations,High Revenue Leaders
Burgers,26158,Top Burgers Tavern,Full-service,North Shore,0.6666666666666679,38.36,1107,327,12543.72,351,195,234,13464.36,7480.2,8976.24,0.351834394095931,0.472950530657545,0.3,15,4.43,1036.62,2197.85,-1680.15,-933.42,536.15,0.42,0.45,0.25,0.3,42464.52,0.2745722379935246,0.824784924753476,0.4999999999999998,1140.21,1,0.476495561864077,Reduce Costs,Overextended Low Return
Burgers,26612,Classic Burgers House,Full-service,West Auckland,0.8333333333333357,31.69,696,247,7827.43,202,112,135,6401.38,3549.28,4278.15,0.380892307125032,0.515172828827053,0.27,5,1.48,199.8,813.54,-1063.05,-589.41,244.85,0.55,0.45,0.25,0.3,22056.239999999998,0.2555499439714236,0.896065135952085,0.4999999999999998,723.84,3,0.5355533109219037,Optimize Operations,High Growth Scalable Leaders
Burgers,25430,Lucky Burgers Kitchen,Full-service,CBD,0.0,38.32,1929,531,20347.92,629,350,419,24103.28,13412.0,16056.08,0.351228577585425,0.52257246428635,0.27,9,2.66,1114.54,2567.89,-3466.08,-1928.66,911.72,0.38,0.45,0.25,0.3,73919.28,0.22037906679740435,0.873801041871775,0.4999999999999998,1909.71,1,0.1881516267189617,Reduce Costs,Overextended Low Return
Burgers,26197,Urban Burgers Corner,Ghost Kitchen,North Shore,0.6666666666666679,36.93,826,68,2511.24,341,190,227,12593.13,7016.7,8383.11,0.252041992987506,0.301198174175806,0.32,17,5.02,1139.54,1121.92,1596.3,889.44,2605.7,0.09,0.45,0.25,0.3,30504.18,0.4367856822427616,0.553240167163312,0.4999999999999998,850.78,3,0.5413809395637718,Optimize Operations,High Growth Scalable Leaders
Burgers,25559,Top Burgers Eatery,Cafe,West Auckland,0.8333333333333357,31.56,1981,421,13286.76,702,390,468,22155.12,12308.4,14770.08,0.22628895400092,0.432838282175362,0.29,15,4.43,2073.24,4529.09,1127.09,626.16,2961.48,0.27,0.45,0.25,0.3,62520.36,0.5174662996566401,0.659127236176282,0.4999999999999998,2060.2400000000002,0,0.6403198531959904,Optimize Operations,High Revenue Leaders
Burgers,25742,Lucky Burgers Eatery,QSR,North Shore,0.6666666666666679,31.12,1518,263,8184.56,565,314,376,17582.8,9771.68,11701.12,0.254061599932611,0.443246988719329,0.31,13,3.84,1443.84,2477.4,-128.51,-71.42,2097.99,0.21,0.45,0.25,0.3,47240.16,0.38785485763363714,0.69730858865194,0.4999999999999998,1563.54,0,0.521808609720122,Optimize Operations,High Revenue Leaders
Burgers,25763,King Burgers Bistro,Cafe,CBD,0.0,42.59,535,120,5110.8,187,104,124,7964.33,4429.36,5281.16,0.251316444799304,0.351504382374696,0.3,14,4.13,512.12,2029.9,773.97,430.44,1585.45,0.29,0.45,0.25,0.3,22785.65,0.399683556351649,0.602820827174,0.4999999999999998,529.65,2,0.2598734225406596,Reduce Costs,Stable Local Performers
Burgers,25998,Lucky Burgers House,Cafe,West Auckland,0.8333333333333357,33.37,672,185,6173.45,219,122,146,7308.03,4071.14,4872.02,0.246737139690667,0.419577346136793,0.28,5,1.48,216.08,2059.99,392.34,218.56,1409.64,0.38,0.45,0.25,0.3,22424.64,0.3800028699836186,0.66631448582746,0.4999999999999998,698.88,3,0.5853344813267817,Optimize Operations,High Growth Scalable Leaders
Burgers,26533,Top Burgers Diner,Ghost Kitchen,West Auckland,0.8333333333333357,37.94,1147,44,1669.36,496,276,331,18818.24,10471.44,12558.14,0.264851968921721,0.217537490196992,0.29,14,4.13,1367.03,864.08,4283.23,2383.41,5133.2,0.04,0.45,0.25,0.3,43517.18,0.6085203903284213,0.482389459118713,0.4999999999999998,1192.88,0,0.6767414894647028,Optimize Operations,High Revenue Leaders
Burgers,25914,Urban Burgers Diner,Cafe,North Shore,0.6666666666666679,31.66,1372,348,11017.68,461,256,307,14595.26,8104.96,9719.62,0.240962068364024,0.423614705004729,0.28,10,2.95,905.65,3695.59,808.92,449.2,2354.54,0.34,0.45,0.25,0.3,43437.520000000004,0.46593518469462747,0.664576773368753,0.4999999999999998,1413.16,0,0.5530407405445181,Optimize Operations,High Revenue Leaders
Burgers,25957,Classic Burgers Cafe,Full-service,CBD,0.0,31.88,1549,434,13835.92,502,279,334,16003.76,8894.52,10647.92,0.394481476955116,0.455416793772019,0.32,11,3.25,1085.5,2076.8,-2719.01,-1511.16,512.77,0.39,0.45,0.25,0.3,49382.119999999995,0.22768794066428663,0.849898270727135,0.4999999999999998,1533.51,1,0.19107517626571463,Reduce Costs,Overextended Low Return
Burgers,26169,Classic Burgers House,QSR,South Auckland,1.0,41.73,1289,232,9681.36,476,264,317,19863.48,11016.72,13228.41,0.254704414848238,0.368392519257031,0.31,5,1.48,469.16,3648.93,1328.93,737.05,4516.67,0.22,0.45,0.25,0.3,53789.97,0.5437636560503007,0.623096934105269,0.4999999999999998,1353.45,0,0.7175054624201204,Optimize Operations,High Revenue Leaders
Burgers,25432,King Burgers Eatery,Cafe,North Shore,0.6666666666666679,40.76,876,207,8437.32,301,167,201,12268.76,6806.92,8192.76,0.241914646159858,0.409190202481113,0.3,18,5.31,1067.31,2943.74,599.88,332.83,1791.1,0.31,0.45,0.25,0.3,35705.76,0.42225445998915356,0.651104848640971,0.4999999999999998,902.28,3,0.5355684506623286,Optimize Operations,High Growth Scalable Leaders
Burgers,26165,Classic Burgers Corner,QSR,South Auckland,1.0,39.13,1578,315,12325.95,568,316,379,22225.84,12365.08,14830.27,0.262688679732382,0.415173901803792,0.33,7,2.07,784.53,3970.65,-174.75,-97.22,3992.85,0.25,0.45,0.25,0.3,61747.14,0.47613933424367005,0.6778625815361741,0.4999999999999998,1656.9,0,0.690455733697468,Optimize Operations,High Revenue Leaders
Burgers,26406,Top Burgers Grill,Full-service,West Auckland,0.8333333333333357,37.89,1724,492,18641.88,554,308,370,20991.06,11670.12,14019.3,0.399093572411221,0.50796096350532,0.32,7,2.07,765.9,1732.68,-4766.12,-2649.75,537.13,0.4,0.45,0.25,0.3,65322.36,0.13436129153522552,0.9070545359165411,0.4999999999999998,1792.96,1,0.48707784994742453,Reduce Costs,Overextended Low Return
Burgers,26696,Top Burgers House,Full-service,West Auckland,0.8333333333333357,40.31,988,277,11165.87,320,178,213,12899.2,7175.18,8586.03,0.364305329415947,0.49765848305542,0.29,5,1.48,315.24,1541.29,-1960.21,-1090.37,869.94,0.39,0.45,0.25,0.3,39826.28,0.2543444443586584,0.861963812471367,0.4999999999999998,1027.52,1,0.5350711110767976,Optimize Operations,Overextended Low Return
Burgers,26640,Urban Burgers Cafe,Full-service,North Shore,0.6666666666666679,34.45,1497,420,14469.0,485,269,323,16708.25,9267.05,11127.35,0.356300590571482,0.514156293822452,0.32,8,2.36,762.28,1874.36,-3182.2,-1764.97,679.19,0.39,0.45,0.25,0.3,51571.65,0.20764012002814597,0.870456884393934,0.4999999999999998,1541.91,1,0.4497227146779255,Reduce Costs,Overextended Low Return
Burgers,25600,Classic Burgers Tavern,QSR,West Auckland,0.8333333333333357,44.6,1185,221,9856.6,434,241,289,19356.4,10748.6,12889.4,0.219056067727506,0.381411945819855,0.28,17,5.02,1450.78,3938.03,2313.71,1284.8,3698.95,0.23,0.45,0.25,0.3,52851.0,0.5704909775222775,0.600468013547361,0.4999999999999998,1232.4,0,0.6615297243422453,Optimize Operations,High Revenue Leaders
Burgers,25840,Top Burgers Diner,QSR,West Auckland,0.8333333333333357,40.44,615,123,4974.12,221,123,148,8937.24,4974.12,5985.12,0.207354236282408,0.405242015910335,0.28,3,0.89,131.72,1926.99,959.89,534.24,2186.94,0.25,0.45,0.25,0.3,24870.6,0.42067064435391943,0.612596252192743,0.4999999999999998,639.6,3,0.6016015910749021,Optimize Operations,High Growth Scalable Leaders
Burgers,26449,Lucky Burgers Tavern,Cafe,West Auckland,0.8333333333333357,31.69,1081,314,9950.66,345,192,230,10933.05,6084.48,7288.7,0.218144442792982,0.355344521906227,0.31,16,4.72,1085.6,4244.07,1273.82,708.91,2023.11,0.41,0.45,0.25,0.3,34256.89,0.49100521043129874,0.573488964699209,0.4999999999999998,1124.24,3,0.6297354175058538,Optimize Operations,High Growth Scalable Leaders
Burgers,25321,Urban Burgers Diner,Full-service,CBD,0.0,43.59,1149,340,14820.6,364,202,243,15866.76,8805.18,10592.37,0.387669529230334,0.542980143497698,0.27,11,3.25,789.75,1027.81,-3183.66,-1766.76,-55.17,0.42,0.45,0.25,0.3,50084.91,0.16546467244514873,0.930649672728032,0.4999999999999998,1137.51,1,0.16618586897805945,Reduce Costs,Overextended Low Return
Chicken Dishes,26442,Classic Chicken Dishes Diner,Full-service,North Shore,0.6666666666666679,44.65,1872,544,24289.6,797,332,199,35586.05,14823.8,8885.35,0.361944254953414,0.465298340911977,0.3,12,3.54,704.46,4196.21,-4528.06,-1886.22,830.55,0.41,0.6,0.25,0.15,83584.8,0.23442574636213592,0.8272425958653911,0.9999999999999998,1928.16,1,0.5604369652115215,Optimize Operations,Overextended Low Return
Chicken Dishes,25027,Urban Chicken Dishes Cafe,Cafe,North Shore,0.6666666666666679,39.82,1377,407,16206.74,582,242,146,23175.24,9636.44,5813.72,0.244531283825636,0.439912853459828,0.28,11,3.25,474.5,5114.13,824.02,342.63,1360.05,0.42,0.6,0.25,0.15,54832.14000000001,0.47478953675322844,0.6844441372854639,0.9999999999999998,1418.31,0,0.6565824813679585,Optimize Operations,High Revenue Leaders
Chicken Dishes,26400,Urban Chicken Dishes Tavern,QSR,South Auckland,1.0,46.2,1073,221,10210.2,511,213,128,23608.2,9840.6,5913.6,0.249170163515955,0.397989060007967,0.27,10,2.95,377.6,3602.57,1955.72,815.2,1708.96,0.26,0.6,0.25,0.15,49572.6,0.48654688522914197,0.6471592235239221,0.9999999999999998,1126.65,3,0.7946187540916567,Expand Aggressively,High Growth Scalable Leaders
Chicken Dishes,26078,Urban Chicken Dishes Diner,QSR,West Auckland,0.8333333333333357,41.28,1546,319,13168.32,736,307,184,30382.08,12672.96,7595.52,0.232272156216204,0.429688364639878,0.33,16,4.72,868.48,4451.41,244.26,101.88,1699.11,0.26,0.6,0.25,0.15,63818.880000000005,0.4443280417899432,0.6619605208560819,0.9999999999999998,1607.8400000000001,0,0.7110645500493116,Optimize Operations,High Revenue Leaders
Chicken Dishes,25610,King Chicken Dishes Tavern,Cafe,South Auckland,1.0,43.18,600,165,7124.7,261,109,65,11269.98,4706.62,2806.7,0.215217293072492,0.433281878195703,0.33,8,2.36,153.4,2504.34,242.31,101.2,833.16,0.38,0.6,0.25,0.15,25908.0,0.36936635926604017,0.648499171268195,0.9999999999999998,630.0,3,0.747746543706416,Optimize Operations,High Growth Scalable Leaders
Chicken Dishes,25524,Lucky Chicken Dishes Eatery,QSR,South Auckland,1.0,46.25,1163,247,11423.75,550,229,137,25437.5,10591.25,6336.25,0.224442921560258,0.412300766445696,0.29,6,1.77,242.49,4149.75,1863.46,775.88,2059.19,0.27,0.6,0.25,0.15,53788.75,0.5069357493732226,0.636743688005954,0.9999999999999998,1221.15,3,0.802774299749289,Expand Aggressively,High Growth Scalable Leaders
Chicken Dishes,26183,Classic Chicken Dishes Kitchen,Full-service,North Shore,0.6666666666666679,40.63,1724,559,22712.17,699,291,175,28400.37,11823.33,7110.25,0.362177372106817,0.518651018803939,0.27,13,3.84,672.0,2706.65,-4283.58,-1783.29,175.34,0.48,0.6,0.25,0.15,70046.12,0.18657422728087147,0.880828390910756,0.9999999999999998,1775.72,1,0.5412963575790157,Optimize Operations,Overextended Low Return
Chicken Dishes,26144,Top Chicken Dishes Eatery,Ghost Kitchen,CBD,0.0,34.35,1071,88,3022.8,590,246,147,20266.5,8450.1,5049.45,0.292466923908796,0.265248913434334,0.33,14,4.13,607.11,1336.94,2275.61,948.81,1626.18,0.09,0.6,0.25,0.15,36788.85,0.43609827058194894,0.5577158373431299,0.9999999999999998,1060.29,2,0.37443930823277954,Reduce Costs,Stable Local Performers
Chicken Dishes,25269,Top Chicken Dishes Tavern,QSR,South Auckland,1.0,42.92,1256,217,9313.64,623,260,156,26739.16,11159.2,6695.52,0.23040033986792,0.402880302700214,0.29,5,1.48,230.88,3415.49,2051.41,856.13,2224.5,0.21,0.6,0.25,0.15,53907.520000000004,0.4989288145556622,0.633280642568134,0.9999999999999998,1318.8,0,0.7995715258222649,Expand Aggressively,High Revenue Leaders
Chicken Dishes,25069,Urban Chicken Dishes Bistro,Full-service,South Auckland,1.0,44.53,1059,313,13937.89,448,186,112,19949.44,8282.58,4987.36,0.371326761401724,0.544503274257295,0.31,6,1.77,198.24,1173.15,-4505.18,-1870.46,221.55,0.42,0.6,0.25,0.15,47157.270000000004,0.13875731839166963,0.915830035659019,0.9999999999999998,1111.95,1,0.6555029273566678,Optimize Operations,Overextended Low Return
Chicken Dishes,25246,Lucky Chicken Dishes Diner,Full-service,CBD,0.0,37.12,844,241,8945.92,362,151,90,13437.44,5605.12,3340.8,0.364447359659243,0.499855996808037,0.28,10,2.95,265.5,1213.93,-1939.07,-808.84,187.84,0.4,0.6,0.25,0.15,31329.28,0.2355274153987133,0.86430335646728,0.9999999999999998,835.56,2,0.2942109661594853,Reduce Costs,Stable Local Performers
Chicken Dishes,25026,Lucky Chicken Dishes Eatery,Full-service,CBD,0.0,36.56,1959,617,22557.52,805,336,201,29430.8,12284.16,7348.56,0.368867105338722,0.478825511829928,0.29,11,3.25,653.25,3435.68,-4052.4,-1691.44,465.99,0.46,0.6,0.25,0.15,71621.04,0.2223214972688564,0.8476926171686501,0.9999999999999998,1939.41,1,0.2889285989075425,Reduce Costs,Overextended Low Return
Chicken Dishes,25715,Classic Chicken Dishes Corner,Cafe,CBD,0.0,36.98,627,159,5879.82,281,117,70,10391.38,4326.66,2588.6,0.269088426344097,0.443697705469094,0.31,16,4.72,330.4,1688.77,-236.78,-98.59,413.08,0.34,0.6,0.25,0.15,23186.46,0.3183953969509485,0.712786131813191,0.9999999999999998,620.73,2,0.3273581587803793,Reduce Costs,Stable Local Performers
Chicken Dishes,25618,Urban Chicken Dishes Bistro,Full-service,CBD,0.0,31.17,581,144,4488.48,262,109,66,8166.54,3397.53,2057.22,0.381881071231328,0.546755018993281,0.3,18,5.31,350.46,320.32,-1867.17,-776.8,-203.65,0.33,0.6,0.25,0.15,18109.77,0.20408112735512363,0.928636090224609,0.9999999999999998,575.1899999999999,2,0.2816324509420494,Reduce Costs,Stable Local Performers
Chicken Dishes,25334,Classic Chicken Dishes Grill,Full-service,South Auckland,1.0,33.05,1046,247,8163.35,479,200,120,15830.95,6610.0,3966.0,0.386459062178619,0.501272463728674,0.28,10,2.95,354.0,916.49,-2655.35,-1108.71,91.26,0.31,0.6,0.25,0.15,34570.3,0.1979841426749258,0.8877315259072929,0.9999999999999998,1098.3,1,0.6791936570699704,Optimize Operations,Overextended Low Return
Chicken Dishes,25995,Urban Chicken Dishes Kitchen,Cafe,North Shore,0.6666666666666679,41.85,1676,366,15317.1,786,328,196,32894.1,13726.8,8202.6,0.216816678419709,0.415236765076406,0.28,3,0.89,174.44,5635.87,2892.92,1207.22,2843.68,0.28,0.6,0.25,0.15,70140.6,0.6062779161150111,0.632053443496115,0.9999999999999998,1726.28,0,0.7091778331126716,Optimize Operations,High Revenue Leaders
Chicken Dishes,25615,Lucky Chicken Dishes Diner,Cafe,West Auckland,0.8333333333333357,41.26,1751,444,18319.44,784,327,196,32347.84,13492.02,8086.96,0.243740165624768,0.438862110255286,0.29,3,0.89,174.44,5814.55,886.26,369.65,2392.34,0.34,0.6,0.25,0.15,72246.26000000001,0.5232962533934626,0.682602275880054,0.9999999999999998,1821.04,0,0.7426518346907194,Optimize Operations,High Revenue Leaders
Chicken Dishes,25297,King Chicken Dishes Tavern,Ghost Kitchen,South Auckland,1.0,40.44,1513,125,5055.0,833,347,208,33686.52,14032.68,8411.52,0.292890322674066,0.321109368395992,0.32,13,3.84,798.72,1951.23,2223.32,926.16,2448.13,0.09,0.6,0.25,0.15,61185.72,0.4723404663164291,0.613999691070058,0.9999999999999998,1588.65,0,0.7889361865265716,Expand Aggressively,High Revenue Leaders
Chicken Dishes,26336,Classic Chicken Dishes Diner,QSR,West Auckland,0.8333333333333357,34.75,1560,321,11154.75,743,310,186,25819.25,10772.5,6463.5,0.233758511506021,0.37409615800716,0.28,8,2.36,438.96,4374.28,2895.51,1208.09,2095.67,0.26,0.6,0.25,0.15,54210.0,0.5528680001884922,0.607854669513181,0.9999999999999998,1622.4,0,0.7544805334087312,Expand Aggressively,High Revenue Leaders
Chicken Dishes,25108,Urban Chicken Dishes Eatery,Cafe,West Auckland,0.8333333333333357,46.15,1739,380,17537.0,815,340,204,37612.25,15691.0,9414.6,0.253589859586209,0.356753990403377,0.28,16,4.72,962.88,6833.4,4124.41,1720.61,2705.58,0.28,0.6,0.25,0.15,80254.85,0.6809376912712295,0.610343849989586,0.9999999999999998,1808.5600000000002,0,0.8057084098418261,Expand Aggressively,High Revenue Leaders
Chicken Dishes,26023,Classic Chicken Dishes Cafe,Cafe,North Shore,0.6666666666666679,39.76,2199,682,27116.32,910,379,228,36181.6,15069.04,9065.28,0.252683397009969,0.378598331613466,0.28,7,2.07,471.96,9998.28,3209.97,1336.9,2870.57,0.45,0.6,0.25,0.15,87432.23999999999,0.7350286292846417,0.631281728623435,0.9999999999999998,2264.9700000000003,0,0.7606781183805238,Expand Aggressively,High Revenue Leaders
Chicken Dishes,26153,Classic Chicken Dishes Bistro,Full-service,CBD,0.0,30.05,1767,581,17459.05,712,296,178,21395.6,8894.8,5348.9,0.363809832581319,0.534899391676299,0.27,17,5.02,893.56,1768.44,-3609.64,-1500.63,-351.77,0.49,0.6,0.25,0.15,53098.35,0.17303046043003423,0.898709224257618,0.9999999999999998,1749.33,1,0.26921218417201365,Reduce Costs,Overextended Low Return
Chicken Dishes,25766,Lucky Chicken Dishes Diner,QSR,South Auckland,1.0,40.28,1342,223,8982.44,671,280,168,27027.88,11278.4,6767.04,0.248494998831302,0.410611086990684,0.29,16,4.72,792.96,3062.06,1375.55,574.0,1513.88,0.2,0.6,0.25,0.15,54055.76,0.4450955893569931,0.6591060858219859,0.9999999999999998,1409.1000000000001,0,0.7780382357427973,Expand Aggressively,High Revenue Leaders
Chicken Dishes,25710,King Chicken Dishes Eatery,Cafe,South Auckland,1.0,33.32,915,242,8063.44,404,168,101,13461.28,5597.76,3365.32,0.224992689006031,0.362242970848456,0.29,11,3.25,328.25,3328.3,1652.57,687.21,1060.83,0.36,0.6,0.25,0.15,30487.800000000003,0.4505112857180509,0.587235659854487,0.9999999999999998,960.75,3,0.7802045142872204,Expand Aggressively,High Growth Scalable Leaders
Chicken Dishes,26525,King Chicken Dishes Cafe,Full-service,North Shore,0.6666666666666679,35.83,2195,722,25869.26,884,368,221,31673.72,13185.44,7918.43,0.393687132711057,0.517130615399219,0.28,11,3.25,718.25,2307.08,-6043.91,-2516.02,-12.07,0.49,0.6,0.25,0.15,78646.85,0.10457363038817452,0.9108177481102759,0.9999999999999998,2260.85,1,0.5084961188219369,Optimize Operations,Overextended Low Return
Chicken Dishes,25712,Classic Chicken Dishes House,Cafe,North Shore,0.6666666666666679,44.49,1359,395,17573.55,578,241,145,25715.22,10722.09,6451.05,0.252607616316527,0.449872615956701,0.3,8,2.36,342.2,5228.48,-63.78,-26.59,1577.11,0.41,0.6,0.25,0.15,60461.91,0.45014681377240695,0.702480232273228,0.9999999999999998,1399.77,0,0.64672539217563,Optimize Operations,High Revenue Leaders
Chicken Dishes,25349,Classic Chicken Dishes Cafe,QSR,CBD,0.0,31.62,486,87,2750.94,239,100,60,7557.18,3162.0,1897.2,0.273522344883531,0.437762876972556,0.31,8,2.36,141.6,794.24,-160.86,-67.3,406.15,0.22,0.6,0.25,0.15,15367.320000000002,0.29724990076193,0.711285221856087,0.9999999999999998,481.14,2,0.31889996030477197,Reduce Costs,Stable Local Performers
